,album_type,total_tracks,href,id,images,name,release_date,release_date_precision,type,uri,artists,album_group,external_urls.spotify,Album_ID,Producer,Producer_ID
40,album,8,https://api.spotify.com/v1/albums/0KbUTixSFHhrnsdKk5wpEa,0KbUTixSFHhrnsdKk5wpEa,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273137337c8853550164b8fdebe', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02137337c8853550164b8fdebe', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851137337c8853550164b8fdebe', 'height': 64, 'width': 64}]",Shanghai,2012-05-04,day,album,spotify:album:0KbUTixSFHhrnsdKk5wpEa,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb'}, 'href': 'https://api.spotify.com/v1/artists/6Mv8GjQa7LKUGCAqa9qqdb', 'id': '6Mv8GjQa7LKUGCAqa9qqdb', 'name': 'Vishal-Shekhar', 'type': 'artist', 'uri': 'spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb'}]",appears_on,https://open.spotify.com/album/0KbUTixSFHhrnsdKk5wpEa,0KbUTixSFHhrnsdKk5wpEa,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb
41,album,8,https://api.spotify.com/v1/albums/5GiigLzpKQvUUGonFW8u2Z,5GiigLzpKQvUUGonFW8u2Z,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2735797109435c8baaedd8ac95c', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e025797109435c8baaedd8ac95c', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048515797109435c8baaedd8ac95c', 'height': 64, 'width': 64}]",Parmanu (Original Motion Picture Soundtrack),2018-07-31,day,album,spotify:album:5GiigLzpKQvUUGonFW8u2Z,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mBydYMVBECdDmMfE2sEUO'}, 'href': 'https://api.spotify.com/v1/artists/1mBydYMVBECdDmMfE2sEUO', 'id': '1mBydYMVBECdDmMfE2sEUO', 'name': 'Sachin-Jigar', 'type': 'artist', 'uri': 'spotify:artist:1mBydYMVBECdDmMfE2sEUO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2kkQthS9OLpK4UqNWYqoVl'}, 'href': 'https://api.spotify.com/v1/artists/2kkQthS9OLpK4UqNWYqoVl', 'id': '2kkQthS9OLpK4UqNWYqoVl', 'name': 'Jeet Gannguli', 'type': 'artist', 'uri': 'spotify:artist:2kkQthS9OLpK4UqNWYqoVl'}]",appears_on,https://open.spotify.com/album/5GiigLzpKQvUUGonFW8u2Z,5GiigLzpKQvUUGonFW8u2Z,Sachin-Jigar,1mBydYMVBECdDmMfE2sEUO
42,compilation,10,https://api.spotify.com/v1/albums/0C0uXvpwQG1dRuHGLSvBTT,0C0uXvpwQG1dRuHGLSvBTT,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273d4210e77e36cc310be51f30f', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02d4210e77e36cc310be51f30f', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851d4210e77e36cc310be51f30f', 'height': 64, 'width': 64}]",Best Of Sunidhi Chauhan,2017-08-12,day,album,spotify:album:0C0uXvpwQG1dRuHGLSvBTT,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3eDT9fwXKuHWFvgZaaYC5v'}, 'href': 'https://api.spotify.com/v1/artists/3eDT9fwXKuHWFvgZaaYC5v', 'id': '3eDT9fwXKuHWFvgZaaYC5v', 'name': 'Sunidhi Chauhan', 'type': 'artist', 'uri': 'spotify:artist:3eDT9fwXKuHWFvgZaaYC5v'}]",appears_on,https://open.spotify.com/album/0C0uXvpwQG1dRuHGLSvBTT,0C0uXvpwQG1dRuHGLSvBTT,Sunidhi Chauhan,3eDT9fwXKuHWFvgZaaYC5v
43,single,1,https://api.spotify.com/v1/albums/5e0lk4qOylKNYoQKe7nxhC,5e0lk4qOylKNYoQKe7nxhC,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273f227137db875c5581f064a8a', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02f227137db875c5581f064a8a', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851f227137db875c5581f064a8a', 'height': 64, 'width': 64}]","Haan Main Galat (From ""Love Aaj Kal"")",2020-01-29,day,album,spotify:album:5e0lk4qOylKNYoQKe7nxhC,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU'}, 'href': 'https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU', 'id': '1wRPtKGflJrBx9BmLsSwlU', 'name': 'Pritam', 'type': 'artist', 'uri': 'spotify:artist:1wRPtKGflJrBx9BmLsSwlU'}]",appears_on,https://open.spotify.com/album/5e0lk4qOylKNYoQKe7nxhC,5e0lk4qOylKNYoQKe7nxhC,Pritam,1wRPtKGflJrBx9BmLsSwlU
44,single,6,https://api.spotify.com/v1/albums/4mL4WrvQas7fLVN5GuTVe1,4mL4WrvQas7fLVN5GuTVe1,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27376d18b5a17bd977a9a87551b', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0276d18b5a17bd977a9a87551b', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485176d18b5a17bd977a9a87551b', 'height': 64, 'width': 64}]",Mickey Virus,2013-10-03,day,album,spotify:album:4mL4WrvQas7fLVN5GuTVe1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6RFmiimP0PeMULkMejTmYD'}, 'href': 'https://api.spotify.com/v1/artists/6RFmiimP0PeMULkMejTmYD', 'id': '6RFmiimP0PeMULkMejTmYD', 'name': 'Hanif Shaikh', 'type': 'artist', 'uri': 'spotify:artist:6RFmiimP0PeMULkMejTmYD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4V3L101Sffnhcmjkjdp5aC'}, 'href': 'https://api.spotify.com/v1/artists/4V3L101Sffnhcmjkjdp5aC', 'id': '4V3L101Sffnhcmjkjdp5aC', 'name': 'Faizan Hussain', 'type': 'artist', 'uri': 'spotify:artist:4V3L101Sffnhcmjkjdp5aC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/62Y9l7It4v02D2DV7VAHbn'}, 'href': 'https://api.spotify.com/v1/artists/62Y9l7It4v02D2DV7VAHbn', 'id': '62Y9l7It4v02D2DV7VAHbn', 'name': 'Agnel Roman', 'type': 'artist', 'uri': 'spotify:artist:62Y9l7It4v02D2DV7VAHbn'}]",appears_on,https://open.spotify.com/album/4mL4WrvQas7fLVN5GuTVe1,4mL4WrvQas7fLVN5GuTVe1,Hanif Shaikh,6RFmiimP0PeMULkMejTmYD
45,album,8,https://api.spotify.com/v1/albums/3zaLhEn2IKwWdEKq7DDCmu,3zaLhEn2IKwWdEKq7DDCmu,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273529133de1bab20f2d18ba930', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02529133de1bab20f2d18ba930', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851529133de1bab20f2d18ba930', 'height': 64, 'width': 64}]",Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack) [Deluxe Edition],2014,year,album,spotify:album:3zaLhEn2IKwWdEKq7DDCmu,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0FJz7XR37hH69traaHLijA'}, 'href': 'https://api.spotify.com/v1/artists/0FJz7XR37hH69traaHLijA', 'id': '0FJz7XR37hH69traaHLijA', 'name': 'Shaarib Toshi', 'type': 'artist', 'uri': 'spotify:artist:0FJz7XR37hH69traaHLijA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1mBydYMVBECdDmMfE2sEUO'}, 'href': 'https://api.spotify.com/v1/artists/1mBydYMVBECdDmMfE2sEUO', 'id': '1mBydYMVBECdDmMfE2sEUO', 'name': 'Sachin-Jigar', 'type': 'artist', 'uri': 'spotify:artist:1mBydYMVBECdDmMfE2sEUO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2gXOOKY8mmJG6iwHrTq9gp'}, 'href': 'https://api.spotify.com/v1/artists/2gXOOKY8mmJG6iwHrTq9gp', 'id': '2gXOOKY8mmJG6iwHrTq9gp', 'name': 'Jawad Ahmad', 'type': 'artist', 'uri': 'spotify:artist:2gXOOKY8mmJG6iwHrTq9gp'}]",appears_on,https://open.spotify.com/album/3zaLhEn2IKwWdEKq7DDCmu,3zaLhEn2IKwWdEKq7DDCmu,Shaarib Toshi,0FJz7XR37hH69traaHLijA
46,single,6,https://api.spotify.com/v1/albums/2FqMc3pSul2960B7WyO4hl,2FqMc3pSul2960B7WyO4hl,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273bb91a9f7505fc964b2ff42e6', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02bb91a9f7505fc964b2ff42e6', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851bb91a9f7505fc964b2ff42e6', 'height': 64, 'width': 64}]",Manam,2014-05-09,day,album,spotify:album:2FqMc3pSul2960B7WyO4hl,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/05ppw2jwDfW9zo4mj6HNXp'}, 'href': 'https://api.spotify.com/v1/artists/05ppw2jwDfW9zo4mj6HNXp', 'id': '05ppw2jwDfW9zo4mj6HNXp', 'name': 'Anup Rubens', 'type': 'artist', 'uri': 'spotify:artist:05ppw2jwDfW9zo4mj6HNXp'}]",appears_on,https://open.spotify.com/album/2FqMc3pSul2960B7WyO4hl,2FqMc3pSul2960B7WyO4hl,Anup Rubens,05ppw2jwDfW9zo4mj6HNXp
47,album,8,https://api.spotify.com/v1/albums/38gRmNQUAXLOcEDTZgLBG4,38gRmNQUAXLOcEDTZgLBG4,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2735b82c9cb2b20c1c14b2be308', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e025b82c9cb2b20c1c14b2be308', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048515b82c9cb2b20c1c14b2be308', 'height': 64, 'width': 64}]",Holiday - A Soldier Is Never Off Duty (Original Motion Picture Soundtrack),2014-06-06,day,album,spotify:album:38gRmNQUAXLOcEDTZgLBG4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU'}, 'href': 'https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU', 'id': '1wRPtKGflJrBx9BmLsSwlU', 'name': 'Pritam', 'type': 'artist', 'uri': 'spotify:artist:1wRPtKGflJrBx9BmLsSwlU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2quD8ApRNVbQgLqGXCTea4'}, 'href': 'https://api.spotify.com/v1/artists/2quD8ApRNVbQgLqGXCTea4', 'id': '2quD8ApRNVbQgLqGXCTea4', 'name': 'Kaushik Dutta', 'type': 'artist', 'uri': 'spotify:artist:2quD8ApRNVbQgLqGXCTea4'}]",appears_on,https://open.spotify.com/album/38gRmNQUAXLOcEDTZgLBG4,38gRmNQUAXLOcEDTZgLBG4,Pritam,1wRPtKGflJrBx9BmLsSwlU
48,compilation,30,https://api.spotify.com/v1/albums/3geNMSQQ6FjrYqRbpPqZIc,3geNMSQQ6FjrYqRbpPqZIc,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273ddb28b5aa28575745289c85a', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ddb28b5aa28575745289c85a', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ddb28b5aa28575745289c85a', 'height': 64, 'width': 64}]",Best Of Palak Muchhal,2024-05-03,day,album,spotify:album:3geNMSQQ6FjrYqRbpPqZIc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3yMmYEklQ7gLOZXEFNd3xr'}, 'href': 'https://api.spotify.com/v1/artists/3yMmYEklQ7gLOZXEFNd3xr', 'id': '3yMmYEklQ7gLOZXEFNd3xr', 'name': 'Palak Muchhal', 'type': 'artist', 'uri': 'spotify:artist:3yMmYEklQ7gLOZXEFNd3xr'}]",appears_on,https://open.spotify.com/album/3geNMSQQ6FjrYqRbpPqZIc,3geNMSQQ6FjrYqRbpPqZIc,Palak Muchhal,3yMmYEklQ7gLOZXEFNd3xr
49,single,5,https://api.spotify.com/v1/albums/02MStK0KNHY9H6xkmJX5qB,02MStK0KNHY9H6xkmJX5qB,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2735c3fc5762fba9ad89f4259ef', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e025c3fc5762fba9ad89f4259ef', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048515c3fc5762fba9ad89f4259ef', 'height': 64, 'width': 64}]",Srikanth,2024-05-13,day,album,spotify:album:02MStK0KNHY9H6xkmJX5qB,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4f7KfxeHq9BiylGmyXepGt'}, 'href': 'https://api.spotify.com/v1/artists/4f7KfxeHq9BiylGmyXepGt', 'id': '4f7KfxeHq9BiylGmyXepGt', 'name': 'Tanishk Bagchi', 'type': 'artist', 'uri': 'spotify:artist:4f7KfxeHq9BiylGmyXepGt'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2IX6xq1cVcBoD4obUsT5xs'}, 'href': 'https://api.spotify.com/v1/artists/2IX6xq1cVcBoD4obUsT5xs', 'id': '2IX6xq1cVcBoD4obUsT5xs', 'name': 'Aditya Dev', 'type': 'artist', 'uri': 'spotify:artist:2IX6xq1cVcBoD4obUsT5xs'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1SyKki7JI1AZNKwgNMkn25'}, 'href': 'https://api.spotify.com/v1/artists/1SyKki7JI1AZNKwgNMkn25', 'id': '1SyKki7JI1AZNKwgNMkn25', 'name': 'Sachet-Parampara', 'type': 'artist', 'uri': 'spotify:artist:1SyKki7JI1AZNKwgNMkn25'}]",appears_on,https://open.spotify.com/album/02MStK0KNHY9H6xkmJX5qB,02MStK0KNHY9H6xkmJX5qB,Tanishk Bagchi,4f7KfxeHq9BiylGmyXepGt
0,compilation,7,https://api.spotify.com/v1/albums/3dWNNb4rCVaGFO897I1OGH,3dWNNb4rCVaGFO897I1OGH,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2738abe50878705be8b061378db', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e028abe50878705be8b061378db', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048518abe50878705be8b061378db', 'height': 64, 'width': 64}]",Behen Hogi Teri (Original Motion Picture Soundtrack),2017-06-09,day,album,spotify:album:3dWNNb4rCVaGFO897I1OGH,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/3dWNNb4rCVaGFO897I1OGH,3dWNNb4rCVaGFO897I1OGH,Various Artists,0LyfQWJT6nXafLPZqxe9Of
1,album,7,https://api.spotify.com/v1/albums/4X9BUCzrbF9vrjOgmD2kSu,4X9BUCzrbF9vrjOgmD2kSu,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273502837886569cbec6eeab8f6', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02502837886569cbec6eeab8f6', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851502837886569cbec6eeab8f6', 'height': 64, 'width': 64}]",Mary Kom (Original Motion Picture Soundtrack),2018-05-27,day,album,spotify:album:4X9BUCzrbF9vrjOgmD2kSu,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3RDOiwcPufckpVDe8iAt94'}, 'href': 'https://api.spotify.com/v1/artists/3RDOiwcPufckpVDe8iAt94', 'id': '3RDOiwcPufckpVDe8iAt94', 'name': 'Shashi Suman', 'type': 'artist', 'uri': 'spotify:artist:3RDOiwcPufckpVDe8iAt94'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4XJbBF8I2RxG9RNWTdYyon'}, 'href': 'https://api.spotify.com/v1/artists/4XJbBF8I2RxG9RNWTdYyon', 'id': '4XJbBF8I2RxG9RNWTdYyon', 'name': 'Shivam', 'type': 'artist', 'uri': 'spotify:artist:4XJbBF8I2RxG9RNWTdYyon'}]",appears_on,https://open.spotify.com/album/4X9BUCzrbF9vrjOgmD2kSu,4X9BUCzrbF9vrjOgmD2kSu,Shashi Suman,3RDOiwcPufckpVDe8iAt94
2,album,7,https://api.spotify.com/v1/albums/2LXJPHiiry3c85kmzVcL0T,2LXJPHiiry3c85kmzVcL0T,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273c548c70a1d088c475ac409c4', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02c548c70a1d088c475ac409c4', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851c548c70a1d088c475ac409c4', 'height': 64, 'width': 64}]",Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack) [Deluxe Edition],2016,year,album,spotify:album:2LXJPHiiry3c85kmzVcL0T,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6'}, 'href': 'https://api.spotify.com/v1/artists/76fuWYgIf3TVIopTs3vaJ6', 'id': '76fuWYgIf3TVIopTs3vaJ6', 'name': 'Amaal Mallik', 'type': 'artist', 'uri': 'spotify:artist:76fuWYgIf3TVIopTs3vaJ6'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4f7KfxeHq9BiylGmyXepGt'}, 'href': 'https://api.spotify.com/v1/artists/4f7KfxeHq9BiylGmyXepGt', 'id': '4f7KfxeHq9BiylGmyXepGt', 'name': 'Tanishk Bagchi', 'type': 'artist', 'uri': 'spotify:artist:4f7KfxeHq9BiylGmyXepGt'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0y59o4v8uw5crbN9M3JiL1'}, 'href': 'https://api.spotify.com/v1/artists/0y59o4v8uw5crbN9M3JiL1', 'id': '0y59o4v8uw5crbN9M3JiL1', 'name': 'Badshah', 'type': 'artist', 'uri': 'spotify:artist:0y59o4v8uw5crbN9M3JiL1'}]",appears_on,https://open.spotify.com/album/2LXJPHiiry3c85kmzVcL0T,2LXJPHiiry3c85kmzVcL0T,Amaal Mallik,76fuWYgIf3TVIopTs3vaJ6
3,album,11,https://api.spotify.com/v1/albums/2oIvwzpOzC8bTiNnwynHVo,2oIvwzpOzC8bTiNnwynHVo,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273522f4f524b4603b85b6cd3c1', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02522f4f524b4603b85b6cd3c1', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851522f4f524b4603b85b6cd3c1', 'height': 64, 'width': 64}]",Radhe Shyam,2022-03-12,day,album,spotify:album:2oIvwzpOzC8bTiNnwynHVo,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09UmIX92EUH9hAK4bxvHx6'}, 'href': 'https://api.spotify.com/v1/artists/09UmIX92EUH9hAK4bxvHx6', 'id': '09UmIX92EUH9hAK4bxvHx6', 'name': 'Mithoon', 'type': 'artist', 'uri': 'spotify:artist:09UmIX92EUH9hAK4bxvHx6'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6'}, 'href': 'https://api.spotify.com/v1/artists/76fuWYgIf3TVIopTs3vaJ6', 'id': '76fuWYgIf3TVIopTs3vaJ6', 'name': 'Amaal Mallik', 'type': 'artist', 'uri': 'spotify:artist:76fuWYgIf3TVIopTs3vaJ6'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3pQ4aA7dkolyjUAMrVScgh'}, 'href': 'https://api.spotify.com/v1/artists/3pQ4aA7dkolyjUAMrVScgh', 'id': '3pQ4aA7dkolyjUAMrVScgh', 'name': 'Manan Bhardwaj', 'type': 'artist', 'uri': 'spotify:artist:3pQ4aA7dkolyjUAMrVScgh'}]",appears_on,https://open.spotify.com/album/2oIvwzpOzC8bTiNnwynHVo,2oIvwzpOzC8bTiNnwynHVo,Mithoon,09UmIX92EUH9hAK4bxvHx6
4,single,6,https://api.spotify.com/v1/albums/1fH497BKiRLBt32WdGAaPr,1fH497BKiRLBt32WdGAaPr,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273e04d922e4f17fac1a65cb5e4', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02e04d922e4f17fac1a65cb5e4', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851e04d922e4f17fac1a65cb5e4', 'height': 64, 'width': 64}]",3g (Original Motion Picture Soundtrack),2013-02-26,day,album,spotify:album:1fH497BKiRLBt32WdGAaPr,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09UmIX92EUH9hAK4bxvHx6'}, 'href': 'https://api.spotify.com/v1/artists/09UmIX92EUH9hAK4bxvHx6', 'id': '09UmIX92EUH9hAK4bxvHx6', 'name': 'Mithoon', 'type': 'artist', 'uri': 'spotify:artist:09UmIX92EUH9hAK4bxvHx6'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4EAkJcNiGJXyZ4p5iNlgHe'}, 'href': 'https://api.spotify.com/v1/artists/4EAkJcNiGJXyZ4p5iNlgHe', 'id': '4EAkJcNiGJXyZ4p5iNlgHe', 'name': 'Amar Mohile', 'type': 'artist', 'uri': 'spotify:artist:4EAkJcNiGJXyZ4p5iNlgHe'}]",appears_on,https://open.spotify.com/album/1fH497BKiRLBt32WdGAaPr,1fH497BKiRLBt32WdGAaPr,Mithoon,09UmIX92EUH9hAK4bxvHx6
5,compilation,10,https://api.spotify.com/v1/albums/3ae6eDfm13dkscZKiPdTqY,3ae6eDfm13dkscZKiPdTqY,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2730a640b695f8b44690ee00141', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e020a640b695f8b44690ee00141', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048510a640b695f8b44690ee00141', 'height': 64, 'width': 64}]",Best Of Neha Kakkar 2017,2017-12-28,day,album,spotify:album:3ae6eDfm13dkscZKiPdTqY,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5f4QpKfy7ptCHwTqspnSJI'}, 'href': 'https://api.spotify.com/v1/artists/5f4QpKfy7ptCHwTqspnSJI', 'id': '5f4QpKfy7ptCHwTqspnSJI', 'name': 'Neha Kakkar', 'type': 'artist', 'uri': 'spotify:artist:5f4QpKfy7ptCHwTqspnSJI'}]",appears_on,https://open.spotify.com/album/3ae6eDfm13dkscZKiPdTqY,3ae6eDfm13dkscZKiPdTqY,Neha Kakkar,5f4QpKfy7ptCHwTqspnSJI
6,single,6,https://api.spotify.com/v1/albums/3Btk6ivxwRY2t1h6WEsult,3Btk6ivxwRY2t1h6WEsult,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273cb5b4bd3ad9c8c79dc9ec338', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02cb5b4bd3ad9c8c79dc9ec338', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851cb5b4bd3ad9c8c79dc9ec338', 'height': 64, 'width': 64}]",Wrong Side Raju (Original Motion Picture Soundtrack),2016-09-18,day,album,spotify:album:3Btk6ivxwRY2t1h6WEsult,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mBydYMVBECdDmMfE2sEUO'}, 'href': 'https://api.spotify.com/v1/artists/1mBydYMVBECdDmMfE2sEUO', 'id': '1mBydYMVBECdDmMfE2sEUO', 'name': 'Sachin-Jigar', 'type': 'artist', 'uri': 'spotify:artist:1mBydYMVBECdDmMfE2sEUO'}]",appears_on,https://open.spotify.com/album/3Btk6ivxwRY2t1h6WEsult,3Btk6ivxwRY2t1h6WEsult,Sachin-Jigar,1mBydYMVBECdDmMfE2sEUO
7,single,5,https://api.spotify.com/v1/albums/0ulyRvILTUv4VxdqSeNrSL,0ulyRvILTUv4VxdqSeNrSL,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2731a660a361e14db70452a82a6', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e021a660a361e14db70452a82a6', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048511a660a361e14db70452a82a6', 'height': 64, 'width': 64}]",Simran,2017-08-25,day,album,spotify:album:0ulyRvILTUv4VxdqSeNrSL,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mBydYMVBECdDmMfE2sEUO'}, 'href': 'https://api.spotify.com/v1/artists/1mBydYMVBECdDmMfE2sEUO', 'id': '1mBydYMVBECdDmMfE2sEUO', 'name': 'Sachin-Jigar', 'type': 'artist', 'uri': 'spotify:artist:1mBydYMVBECdDmMfE2sEUO'}]",appears_on,https://open.spotify.com/album/0ulyRvILTUv4VxdqSeNrSL,0ulyRvILTUv4VxdqSeNrSL,Sachin-Jigar,1mBydYMVBECdDmMfE2sEUO
8,single,6,https://api.spotify.com/v1/albums/3gndvk3fgTgqXYjX2g2j8E,3gndvk3fgTgqXYjX2g2j8E,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27366b66a7796c59db59ebb076b', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0266b66a7796c59db59ebb076b', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485166b66a7796c59db59ebb076b', 'height': 64, 'width': 64}]",One Night Stand,2016-04-06,day,album,spotify:album:3gndvk3fgTgqXYjX2g2j8E,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/3gndvk3fgTgqXYjX2g2j8E,3gndvk3fgTgqXYjX2g2j8E,Various Artists,0LyfQWJT6nXafLPZqxe9Of
